Oscore,Cscore,Escore,AScore,Nscore,SS,Impulsive,Cannabis,Cannabis_User
-1.8395394711761504,0.2175659589338675,-1.5069939171449651,1.3311196339391935,1.4996622584386288,-1.4352937244042023,-0.3693451596859396,CL1,N
0.8432247482519357,0.4876972092061328,-0.0825044390714795,0.5042679407175605,-1.7956004205124283,-0.3576448712864813,0.1245429780054623,CL1,N
-0.5163653319103243,-0.1389853114181012,0.32197,0.6856061667870301,-0.3705858733094941,-0.21575,-0.0086079913114761,CL1,N
-0.2668574765674797,1.3794440088875464,-0.7805281363307276,-1.5197968311818608,0.1755003390761583,-0.84637,0.0544922574555003,CL1,N
-0.3831259847930002,0.8506762391224599,-1.09207,-0.378013174565447,-0.437379923513098,-0.0718597697112628,-0.3408832030457633,CL1,N
0.5191384429391172,-0.27607,-0.5658722210384503,-0.3400269071603168,0.0589803270905286,-0.4664919738444781,-0.0490490733303108,CL1,N
-0.9680148933020786,-0.0095231041316057,-0.0030891835847934,-0.0396222002307093,0.73545,-1.18084,-0.2416614847550642,CL1,N
-0.575519174521209,-0.8204753749492191,-0.4342425011222053,-0.6111651024267277,0.0880755238801794,-0.2310616037371621,0.921088578054534,CL1,N
0.1607539277736855,0.0651797323346921,1.0251928317089625,1.52399728228318,0.1590273600953102,0.7312274708265362,0.9197309103446568,CL1,N
0.14143,1.3305440796297447,-0.5990478408752986,0.3730611130612335,0.0327001324380218,-0.6349796582104595,-1.37983,CL1,N
-0.1706749081916394,0.0301611372806007,-1.132354733782866,0.76096,0.4923727035454449,-0.6256035545395836,-0.3948101241484749,CL1,N
-0.2194523507139005,0.12331,-0.9988442385679004,1.1363341739802717,0.4628422212731239,-0.9650722785016368,-0.71126,CL1,N
0.1347133521289024,0.8220904715565351,1.291410027858136,0.1868121090844049,-1.7202648571079755,0.4588956687758937,0.6460834639155801,CL1,N
-0.4072124500218983,-0.456708467889447,-0.6002232691218679,-0.2630851805334013,0.2934110071144201,-0.8918018745104006,-0.6441397606046302,CL1,N
-0.8457732278485306,1.1012136779167323,-1.379017118289128,0.0820075405491309,-0.0014851584887512,-0.3864837644992658,0.0983500770746106,CL1,N
0.843730843549162,2.0712294282216632,0.2401264103214948,0.7016114537378211,-0.9932298985162206,-0.2225413495341829,-0.0125505529232285,CL1,N
-0.1099483856166476,0.9191279820631651,0.233709752062023,-0.2388688166538685,-0.79151,0.137308151877884,0.0172873208359232,CL1,N
0.3753932130351266,0.3274433722734798,0.8873318029051155,-0.049132338711738,-0.9663271011824338,1.2247,0.9762728157989624,CL1,N
0.4392017329206015,1.0843303054842823,-0.016009988056458,0.2810073178335837,-0.7865714368110929,-0.5399023926209907,0.19268,CL1,N
-1.6775595668637866,0.9442433714519114,0.47617,-0.1573302263954324,-0.583506749298921,-0.8481926906536132,-1.3734938244091763,CL1,N
-1.1699910475531747,1.0426281964676425,0.7339412834010646,0.1596596248429143,-0.4570970178132773,-0.84637,-1.0254508037189247,CL1,N
-0.6270879269912775,-1.0418261627622405,-1.5430280492749853,0.8757560584582795,3.147577112318119,0.3115705984747444,-1.0547823949894908,CL1,N
-0.287448921422329,-0.0225087936891168,-0.7302719868215692,-0.2512635911630714,0.9878995819223608,-0.143839015363403,-0.21712,CL1,N
-0.17779,0.5309769555957429,0.3285144185139648,-0.4569410699841381,-0.9548772307749906,0.3203438348731473,-0.0353670915231716,CL1,N
-0.0046074436905092,1.116435807956191,0.367214840128796,-0.1484136247135555,-0.8271411387101231,-0.2453438318297546,-0.21712,CL1,N
-0.627617310813662,-0.6929054802390172,0.7498491689859692,-0.76096,0.0382159897881287,-0.4233378704973001,-0.21712,CL1,N
-0.71727,1.315288466727347,0.6936648689782329,0.9978462869918272,-0.4139127499448005,-0.84637,-0.438116719287911,CL1,N
-0.5994267944275444,-0.0648695490964654,0.2055615059525691,0.0989273717187162,-0.0206844910318141,-0.21575,0.52975,CL1,N
-0.4543277735304798,-0.9059674211310084,0.2969958317392861,0.4584218803852449,0.3268015326222505,-0.2036100634170548,-0.21712,CL1,N
1.4519965918285556,0.7719519881257504,-0.4065882512499233,1.2336831166216566,0.3415625916254112,-0.52593,-0.3047258453208853,CL1,N
-2.6630250766564956,0.5332424885914306,-1.4238110666065151,-0.7136900699076231,-0.0815142690496994,-1.0507676889417887,0.0674053614961128,CL1,N
-0.3873606753349808,0.5526355812871491,-1.064525356425628,-0.60633,-0.3099662499257856,-0.4102760973291204,-0.616923223067368,CL1,N
0.0557274561835241,0.8442888157467504,-0.5032781444450762,0.2458217391423971,-0.4975634960914676,-1.2795689438727862,-1.37983,CL1,N
-1.0161535953248175,-1.6629845965860284,-1.300687265397415,1.5331003770025389,1.9480825607994388,0.2359408603660059,-0.21712,CL1,N
-0.5162128889401023,1.0373270508457588,-1.352963258844256,-0.0454116890808151,-0.1029865828122519,-0.52593,-0.1442065666409949,CL1,N
0.3856713920555598,-1.250865378888173,0.1692320642125526,1.7597807470026092,1.1503749471535225,0.4948271587581025,1.3361904525990769,CL1,N
-0.4090621899019729,-0.3855982128778316,-0.992030352296542,-0.45321,-0.6333177916191257,-0.6279563720069314,-0.1532785450696424,CL1,N
-0.7893711398967612,-1.3727739255911695,-0.6213813509769549,-0.5991311979042826,0.2864874139108131,0.1599888270035154,0.477481673415166,CL1,N
-0.0304416609009612,1.107609730510667,0.3111047910099153,-0.1652106088152555,-0.79151,-0.172287051555736,-0.1882634695778569,CL1,N
-1.50884163469834,0.6589725772664068,0.7372917176386675,0.6260489981021234,-1.3037825952209974,-1.2576677692158724,-1.2401532129638986,CL1,N
-2.0165198070763477,0.5285273055801181,-0.4670789181317223,-0.937530097032548,-0.2798689330423589,-1.03649613295482,-1.37983,CL1,N
0.4717257532347021,1.0092754907046075,0.32197,-1.4425973916681465,-0.5396651919238501,-0.21575,0.3135690705714979,CL1,N
-1.143013005577315,-0.8849592111742123,-1.4098303113081054,0.171128986169942,0.548881006467234,-1.4089874579509605,-1.209903809141445,CL1,N
-1.2154784127054628,1.7760532268562308,0.07256590796132,1.1515943122965284,-0.4320336444251573,-0.6205529161529647,-0.71126,CL1,N
-1.5979244350645077,0.8251134990009923,0.5283006545162426,0.0855238590793865,-0.8572020769121764,-0.9542535541148848,-1.37983,CL1,N
-0.9371094236772876,-0.2571968212656567,0.0281911192041297,-0.0272870204907176,0.4489033336810443,-1.18084,-1.37983,CL1,N
-1.11902,-0.0948909855517775,0.5946422511039784,-0.4124503919775851,-1.2865631175494308,-0.7602138559660278,-0.1611325783750566,CL1,N
-0.2603133381185454,1.13407,0.5084154173690999,-0.0260048983321095,-0.6971214798580752,-0.21575,-0.0978317265337666,CL1,N
0.3390299086039337,0.7583,0.00332,0.4994042843255616,-1.4296045903507992,-0.52593,0.52975,CL1,N
-0.45174,-0.1250049889384552,-0.4923084576062035,0.0681041231512354,-1.325648743232536,-0.7513562895694994,-0.5647424776178769,CL1,N
-0.7010258485174613,-1.6642432026490668,-1.0455258355799248,0.045110424310739,0.3487812223242515,-1.7016679120195644,-0.991912887194287,CL1,N
-1.5279910018085758,0.1982838379040462,0.0454276111797491,0.3230347474565157,-0.24649,-0.7642710469945918,-1.37983,CL1,N
0.4060138298087132,0.5489421659480256,0.4936989598802979,0.5637835190684699,-1.6740949551358058,-0.52593,0.323627073478505,CL1,N
-0.7856410275245773,0.8967713668514542,-0.5282257362097529,0.4134575315482622,-1.1349769511400052,0.8028762070578304,0.8524594368909635,CL1,N
1.4294091459552458,0.584014017434335,1.283606755037873,0.9389518066301736,-0.9231514835160785,-1.1774443815206883,-0.7065731951440823,CL1,N
0.1979714436485547,1.446014224290632,1.2127209174133655,0.94156,-1.4242181105302305,-1.7444631426344936,-1.8172066257252235,CL1,N
-2.046121751919817,0.2330660020525896,-1.6601828618658077,1.250945427644585,1.625334132043625,-1.4771376963354816,-0.3131185313884406,CL1,N
-1.7219677698187994,0.3763046002629704,-2.160837689396641,0.5689539879249919,0.9934152121761884,-1.5861715919182615,-1.3324010311213583,CL1,N
-1.0086720207190458,0.9161642577706768,-1.342941574100016,-0.8892383850366863,-1.374959502006627,-0.52593,-0.71126,CL1,N
-1.6249111832051593,-1.321952792316309,-0.914919406893232,-1.4590283443832548,-0.1966383486311745,-1.5299103803955725,-2.4955661609309825,CL1,N
-0.8173857934944637,0.5325547436126455,0.5002293897928984,1.81866,0.2040205470904639,-1.18084,-0.2731470020175209,CL1,N
-0.7244238485861644,-0.878027854115417,0.1631311835425566,-0.8880379572062016,0.6237876275909009,-1.18084,-1.37983,CL1,N
-0.9164499537542742,1.0214344686321393,-1.2672158786073615,-0.6275143281863975,-1.1340037314855678,-0.1752536463015209,-0.4252197005338949,CL1,N
-0.1763497359161283,-0.0518077952509635,1.4458135054503702,1.434074346700836,0.3902261687241696,0.3351911142008039,0.0129933043871879,CL1,N
-0.3983229010905513,0.12331,-0.7907058068830548,1.4717620433017324,0.5968548042530454,-1.071142581472185,-0.71126,CL1,N
-2.751081073385835,0.2198726618611566,-1.2862308854451072,-0.3673474384174086,-0.1881847734889794,-1.427905138062842,-0.1039503222371091,CL1,N
-0.8038235329544304,0.218261022459409,-0.1990754657614144,0.7889605159810306,-0.6958100135105844,-0.1200536629071344,-0.21712,CL1,N
0.2961487197592933,0.0140644618864109,-0.4319398841969415,0.1342013562060512,-0.6803067009899493,-0.8405510942502266,0.19268,CL1,N
0.4773098873118905,0.254769254281027,0.1157196117574524,-0.132710471214703,-0.1187821912454485,0.4600953199269172,0.7443356738630287,CL1,N
-1.9087091132249376,0.3941058863501291,-2.170352518507342,0.6635177256672744,1.1354781349420484,-1.54858,-1.217521053757168,CL1,N
-0.0589473431553696,0.4582199673591552,0.6842935275171036,0.0199098647406831,-0.8357343162273523,-1.54858,-1.37983,CL1,N
-0.8319577557544088,1.0897704417416685,0.9376059642506102,0.2936820061311697,-0.4754441289646083,-0.21575,0.19268,CL1,N
0.3627162749375381,1.8209649805873689,1.6935884490903903,0.13136,-1.598234830541516,-0.9478032166927528,-1.37983,CL1,N
-1.5429228073153214,-0.1779382396775045,-0.2646028036113917,0.520102820691172,-0.3486836833720663,-1.0012020405755346,-1.0703371983508678,CL1,N
0.3431845148366423,0.6505180562709908,0.5432851026913368,0.3892969243737546,-1.1529434129411391,-0.52593,0.19268,CL1,N
-0.5135074384159429,-1.3932538972479178,-0.1360148775040606,-0.3781746561310856,-0.0846581711618237,-1.639792214892957,-1.264748379862268,CL1,N
-0.1347477324134127,1.574893976247072,0.8594830673335536,-0.4761685053174129,-1.6050940541613483,0.3141490828432128,0.52975,CL1,N
-0.068099788374184,-0.7501077712473919,0.1783898103244475,-0.7663817569041281,0.0666463117588433,0.7654,0.8954142775629623,CL1,N
-1.11902,-0.301988422583075,0.4933765166591522,-0.3167895116841602,-1.5031003089409831,-0.5580094437831504,-0.029732736770694,CL1,N
-0.716508787032921,-1.517425107449304,-0.6791334154081364,-0.7826061065232677,0.4756282407232464,0.2607267230340334,0.4117617740341985,CL1,N
-0.4206958908023249,-0.5714062385609122,-0.3538078349526694,-0.7011395445380778,0.0607425893781806,-0.4081745754059059,1.1440029992802692,CL1,N
0.2247756645034939,1.6678419498549717,0.7624344824318866,1.911817900904171,-0.5914543260330408,-0.1118279704249763,-0.21712,CL1,N
-0.3580193540014114,-0.7000506480946561,-0.2090868827994584,-0.6229639876727261,-0.0747885109627647,-0.52593,1.4634339520606376,CL1,N
0.6638192385077388,0.8790241413819251,-0.4206676071129298,0.3532889986156343,0.4732494971442598,0.7150505426073137,0.832515490386233,CL1,N
-0.2991796232486515,1.5391011425154333,-0.5642928133883169,-1.583995445162232,0.3286385457853521,-0.84637,-0.1179764264893931,CL1,N
-0.4476585494559549,-0.1582988866198864,-0.9648545331486617,0.7557648173176487,0.900203192875733,-0.1969472404888723,0.1447764189056861,CL1,N
0.5572314532691889,-0.252559555324056,-0.1323863113830687,-0.0565560055669221,-0.67825,0.4066100868816654,1.6994005822638203,CL1,N
0.2740302181244799,0.6352740936218361,2.254157004411236,-1.450039293125772,-2.477497986092067,1.1908923988463491,0.8666996959581038,CL1,N
-1.519061641033728,-0.52745,-0.4657263935945081,0.7079394717620165,-0.1915929693393869,-1.538837593972905,-0.9778996900789464,CL1,N
-1.2919208004756058,-0.00665,0.90758707831242,-0.0334262073768331,-1.1943,-0.84637,-0.4970400627318521,CL1,N
0.2133523727601034,0.5499464742578131,0.971341205546434,0.3999497858735367,-1.513132403226039,-0.3708710331288641,0.2789555463242881,CL1,N
-0.95162578731212,-0.4905042025973385,0.32197,-0.0060118716777647,-1.5707522935350082,-0.21575,0.19268,CL1,N
-1.3416714172567494,0.074262495933909,0.00332,0.5057997834614412,-0.1242472805304086,-0.9080240840536132,-1.37983,CL1,N
0.1156137315964581,0.7442758188589117,-0.5028729822983945,0.5532944559447092,-0.4763813666607477,-2.0356254149895467,-1.37983,CL1,N
-0.4926584821705931,1.13407,0.6881402956561116,0.0982151819440142,-0.6061352516440793,-0.21575,0.0171567281695438,CL1,N
0.29338,0.5225851739739691,0.9550210527189582,0.2965351397678617,-1.397588772079706,-0.625747091798746,0.0650272593336471,CL1,N
-0.00108519042833,0.9090227430715544,1.4164435203869303,0.2965991929071673,-2.008452585323802,0.0446163198409848,0.510134684761969,CL1,N
-1.7948557990023433,0.90942478781635,1.073678842056664,0.7465005491094199,-0.8464141985381963,-1.5174006961973618,-0.7679455581207639,CL1,N
0.1588842820483436,0.9678473026339428,0.2670037481716472,1.8740249494567152,-2.21844,-0.7046226515049648,-0.162296459381402,CL1,N
0.14143,0.8017470716057299,-0.6307689437576129,0.5178627429925613,-0.46725,-1.8632372749259485,-1.37983,CL1,N
-1.1056233427724989,0.6737135945064504,0.1966299099900785,2.0656970393365204,-0.4560546714249051,0.3435385891631243,1.2206353712446183,CL1,N
-0.0482660892014792,1.09899669463682,1.3049145426416522,0.0960419708938271,-1.9386739007086211,0.1386815333296811,0.52975,CL1,N
-0.7257734496459707,1.4045651679468725,0.4867376857499561,1.4744697031997052,-0.4278019707350203,-0.8682396563097872,-0.21712,CL1,N
-1.1685081617294335,1.8341174967997496,-0.0194471161193615,1.45039,-0.46725,-0.6418425709088368,-0.5325150312417531,CL1,N
-1.2767260316917366,1.5107338813230893,-0.3678282006878057,1.6283762692775183,-0.5692270896829944,-0.6807998512702309,-0.71126,CL1,N
-2.0557825754193706,-0.0469235238790224,-0.6327100521819544,1.2844825275088472,-0.9755623522009654,-1.54858,-1.37983,CL1,N
-0.4066359261281416,-0.89891,0.5274623867189238,-0.5608815780111653,0.0135770729821838,-0.52593,-0.21712,CL1,N
-0.6237817556858481,-1.7015129682903578,-0.7526305957541473,-1.0161023214301177,0.7163350898367025,0.3889290892205334,0.3281244643605254,CL1,N
-0.9639496142827552,-0.019505679122684,0.0335944515365204,-0.0527750526804484,0.7202390528144562,-1.1347896423260666,-0.21712,CL1,N
0.0281679808213498,-0.5746107114652398,0.7325672705251282,-0.2729114415305693,-0.17867290934591,-0.6649890362692782,-0.0392820488604724,CL1,N
0.3247059861157174,-0.2037981154791134,-0.69509,0.0626533964549899,-0.0896845366412614,-0.5767666676825598,-0.2955135556380605,CL1,N
-0.6524435758018121,1.324840450481641,-1.4921499372882117,0.28783,0.1601655276355575,-0.56443555974284,0.0840583682625678,CL1,N
-0.5328327573998357,-0.4890063316176435,0.4770655310832852,-0.6039551818571597,0.3507761130370807,-0.3217942350220934,-0.21712,CL1,N
-1.7920159682988468,0.3890768393710125,0.1525828235335608,-0.3574057409451177,-0.24649,-0.5553460926492593,-1.37983,CL1,N
-0.9534942446812764,-1.2348281957434382,-0.535849453874009,-0.4251192041199578,0.1825368309792439,0.1101518289970516,0.5628348825378067,CL1,N
-0.2366433758220294,1.7613655892776248,1.4984965375705348,0.2270137121126299,-1.023004646936808,-0.84637,-1.1716284037402624,CL1,N
-1.5211100945625873,0.296945610545831,-1.4355094314683283,-0.0863995044656145,0.7255695106217753,-1.6753400027379062,-1.37983,CL2,N
0.2417868629054998,1.6303098276279964,1.11406,1.2861,-0.4307827578940605,0.8635346145831606,0.4947187133332802,CL2,N
-0.421054182770312,0.7583,-0.6028514865902364,-0.5236948503689839,0.6358297647715122,-1.104235392679402,-0.0143519273518741,CL2,N
-0.9251251877153586,-0.898216307304543,-0.8198721472012815,0.1371630876372971,-0.2496407310721043,-0.52593,-0.21712,CL2,N
0.3661489255041273,-0.2124502861566198,0.2289957816267241,0.5136394164344971,-0.1085311516611592,1.2247,1.349281367659202,CL2,N
-0.71727,1.4920317788778774,1.787514754911257,1.4929976473638211,-0.4349065874075009,-0.9008391116668022,-0.0419136906766663,CL2,N
-1.544122431105493,1.2968005855618123,-0.5720067250912448,-1.617307006434722,-1.4725696129447756,0.07987,-0.6986993927106728,CL2,N
0.5356349362401986,0.9012316999881744,0.1171768121671335,0.574031292239717,-0.8349675878786331,-0.5605027288657345,-1.37983,CL2,N
-0.5791748620391963,-1.2226877151267188,-1.23177,0.4543301375678548,1.342914269727776,0.779835424985917,0.88113,CL2,N
-1.067132129791454,-0.3380925421861768,1.2861,0.5351907414709682,-0.1719944595722329,-0.0276143542222012,0.2581958438605797,CL2,N
-0.8435625153974142,-0.1611381530367249,-1.1878544694436373,-0.9727653364612416,1.6482770840848164,0.3003799729260425,-1.1696610217318002,CL2,N
-0.84732,0.0121079654645944,-0.689537803026564,-0.758938001612615,0.2298220227036574,0.0875749122924105,-0.21712,CL2,N
-1.42424,-0.4547066636503566,-1.8950786414271104,-0.7049369641818657,0.3681507946037607,-2.0294994745334365,-1.37983,CL2,N
0.8432555947043013,-0.2922702039432429,-0.1409628634644943,-1.9644088617860576,0.8138107333681813,-0.0618793574024399,0.090520044494791,CL2,N
-0.1459554763876915,0.5564386975304781,-1.5812517040742593,-0.0737504825512419,0.657947763333473,-1.86101808908342,-0.9856297108539308,CL2,N
-0.01928,0.2793639766153867,0.32197,-0.0867666080552668,-0.4287216809847727,0.07987,0.19268,CL2,N
-0.5225526471536996,0.6799686600622881,0.2128698827669747,-0.0374221187015149,0.5368374323334291,-0.2867186149721914,-0.21712,CL2,N
1.1791710012392205,0.3118732594871861,0.8290037055524262,0.0294914610020557,1.037619052355661,0.07987,-1.3283635416857638,CL2,N
-0.1827085119869526,-1.442870488768968,-0.929474013389158,-0.1948299368932056,0.8450422549508038,0.7654,1.1730989727362082,CL2,N
0.6785691538513765,0.194670676137714,0.6117334155540077,1.0571327634706111,-0.1998873747063574,1.2247,1.384077113903077,CL2,N
-0.1666463748728212,-1.3943969271305474,-1.3363007892718288,-1.0315935034753614,0.2524544745385244,0.4270644303594908,1.29221,CL2,N
-0.45174,1.2010045063329788,-1.2227059368083242,-0.2121153659607518,0.0581111548222892,-1.18084,-0.138487731545498,CL2,N
0.2529470384904898,0.0047116687558566,-0.0915945542054611,-0.6481400060660828,-0.8674319914527959,-0.0285031815003886,0.5957635676040941,CL2,N
-0.5108099166835784,0.7360099809444521,0.2606772678251113,0.2122884124178129,0.6022911057099838,-0.2556203541355737,-0.21712,CL2,N
0.0421038884367228,-1.443693298701651,-0.7608571481406258,-0.3077231558653198,0.3506526822474834,0.6939523422251257,1.4040815771413466,CL2,N
0.1114463258364251,-0.40581,2.0258547739761132,0.2586373828861019,-1.403787847450035,-0.1605961591921101,0.3211241570400913,CL2,N
-0.9340856864065612,0.5499329957486991,-0.4545439580645476,-0.5030389876803181,-0.2573952616532672,-0.9218161456703526,-1.3079981696204444,CL2,N
-0.5227012587688421,-0.9737338210618038,1.1933115607008316,-1.2615370789728555,0.1261148910061775,1.2247,1.554702003711624,CL2,N
0.6102664526785829,1.7661513653987977,-0.5910653206227299,0.2577001610785208,0.9494096138134932,-1.54858,-1.37983,CL2,N
-0.4232742116140409,1.559038563854104,-0.2687781232217687,2.1695151371993218,-0.1100880320464821,0.049152510083383,-1.37983,CL2,N
0.5848938393966978,0.58489,0.3171697936537726,-0.4477599158460787,-0.866784024257233,-0.1217418127288176,-0.0868021759565302,CL2,N
-0.2337232499114207,-0.0812828892471417,0.1321738522628431,-0.2368388878947081,-0.3154025246281096,0.0473364500711281,-1.37983,CL2,N
0.5488458776484968,-0.4701516588402066,0.0759515395439897,-2.0086224313841456,0.8914848512835469,-0.1483678072493512,0.19268,CL2,N
-1.5728386863097763,1.868160496106777,1.0125563123519077,2.03972,-1.7262753056100826,-0.8056471618492215,-0.21712,CL2,N
0.0903824822027649,0.649421964003884,0.16767,0.59042,-0.5262605320019724,-1.0616560503503,-1.37983,CL2,N
-1.233857805121963,0.0152592157136015,-0.7154466142631914,1.2621400895434214,-0.0700645375256296,-0.6171389337195881,-1.37983,CL2,N
-0.4526546918139887,-0.0075963240079056,1.2827569289914664,-0.1472474755216865,-1.0490072333709126,-0.84637,0.8786871603739502,CL2,N
0.1336897483760983,0.5834405534895446,0.4764857868999531,0.13136,-0.1569074664946941,-0.06476288241202,0.19268,CL2,N
-1.6282724860951117,1.6006944744778828,-0.6451509475832801,-0.6000526043774794,-1.5862086770447443,0.07987,-0.71126,CL2,N
-0.0544863090377154,-0.4186834275572646,-1.263891231550277,-0.9521585507099354,-0.5659728449356016,0.40148,0.9724340787283078,CL2,N
-1.0548069240656728,-0.72096045412017,-0.9225755759754792,-1.772,1.4117544599704606,0.07987,-0.6029088998523908,CL2,N
-0.4074137087662334,1.2339782094085283,0.5832246359977457,0.76096,-0.46725,-0.3204714738659773,-0.5444308392026113,CL2,N
0.9146175451113504,-0.3588960491901126,-0.6286872720045368,-1.6295263437388183,1.5197135270089497,0.7262628893231492,-0.1744809705611432,CL2,N
0.88309,-0.6601097303225214,0.2456672747551389,-2.4876807729316983,1.173221427193243,1.54800075361644,0.2883594261616585,CL2,N
0.1429250757942808,0.7688531544701976,0.16767,0.2751457512603389,-0.635473047006504,-1.646527213701715,-1.37983,CL2,N
1.43533,-1.3162188495292628,0.8180551499003139,-0.1731034507183236,1.3727163840018164,1.2247,1.0032129663773703,CL2,N
-0.2360458287566741,-0.1046190874730293,-0.8549544088805101,0.7038444200365841,0.7436949566708431,-0.0276261830553668,-0.3968039317197043,CL2,N
1.1814208649924138,-1.163478730197199,-0.795817727409107,-1.6251637273008628,1.867611687843053,0.3924048356238881,0.88113,CL2,N
-0.17779,0.4356007187330576,0.3100038305333037,0.6287485439443847,0.4094320916271425,-0.5142819019451441,-0.7363666120205526,CL2,N
0.4804599943841545,0.5477606209793694,-0.073660138304487,0.3640168048937969,-0.2381057394613141,-0.2938478325191114,-1.37983,CL2,N
-0.17779,0.6791555447400416,0.1617682364026086,1.1035583399758775,0.3197696770256983,-0.3699865415577001,-1.047384566415528,CL2,N
-1.390768880238015,1.7064907320937013,-0.8145326714310612,0.045239601381146,-1.2568187193513936,-0.1988155256846847,-0.9124182115941976,CL2,N
0.2682120740864361,-0.0281786691119447,0.5917540792987137,1.305454611245913,0.3101111710533893,-0.4375781754539971,0.6850315616458325,CL2,N
-0.868600817667777,0.1283347399686344,-1.1120380112114294,-0.0223649062170366,1.1246255241209764,-2.058933606596833,-0.2600088225585888,CL2,N
-0.8314386852045503,-0.2454701975899279,-1.4389859210268494,0.1495039025852788,-0.1626633282243971,-0.84637,0.0744846858804345,CL2,N
0.1362123765972641,1.1950332135614392,0.005535907847763,1.396914172255861,0.230622222589917,-0.8516304808971863,0.1543141179210602,CL2,N
-1.091442318167868,1.81175,0.7882904021136785,-0.6826134588976162,-1.0229222031552188,0.0486841724927564,0.1715840077377543,CL2,N
0.6459895384975523,0.1474305274376112,0.5927551584500789,1.0156699334780526,-0.1659444530477651,1.2247,1.450988328251306,CL2,N
-0.095239515784172,0.4473460912804564,0.3663014279477549,0.1051029445402352,-0.4256254980475613,0.0242974737185988,0.19268,CL2,N
-1.6192011224708016,-0.9848695976091232,-0.4884055832081628,-0.5198195408821183,0.9527375853608192,1.7547481753484002,1.4621173578150897,CL2,N
0.2713632241857386,0.93949,-0.15487,-0.3685088046216337,0.2459734865042032,-0.1729161779123926,-0.808132364634029,CL2,N
0.3670306142885504,0.7659300512055762,-0.0613938918098994,0.5160721257138382,-0.9886566773121996,-0.6827702425033423,-1.37983,CL2,N
0.4632227082173781,0.6142649553901895,1.456084911665909,0.4431468675765779,-1.5491770122286952,-1.18084,-0.71126,CL2,N
-0.2838795236465353,0.1562827690852966,0.1177758351342129,1.072305465664266,0.9460704341474312,-0.4508492958825628,0.19268,CL2,N
-0.8474592701305103,-1.0549519161610628,-0.0114878201553771,0.7272251714056449,-0.08548074060516,-0.3174469959056446,0.058321147326929,CL2,N
0.115758007773734,-1.052937917530082,0.6692414249568117,-1.1716881190918258,0.370724564658457,0.3527750157832243,1.114957319324061,CL2,N
-0.01928,2.2648567196915512,1.5919469055483642,0.4057695775497836,-0.990921147617908,1.0290720210345767,0.6132510802080494,CL2,N
0.3194352702298342,0.5389721520979737,1.4085204503651396,0.3146382938607718,-1.3796269633748324,-1.18084,-0.71126,CL2,N
-0.1290559094540427,-0.2112085888155887,0.8129540726201987,-0.7040896941876219,-0.2659331829517918,0.3319963709730296,-0.06640247221165,CL2,N
-1.3302097999324287,-0.5618124945240479,-1.247354116757105,-0.1218732526042682,0.0209407210732502,-0.6437539196445934,0.0574997443045733,CL2,N
-0.326401031692242,0.3168496179398884,0.7099377328027329,1.0678236734544413,0.1796665352043492,0.010446456627053,0.19268,CL2,N
-0.1578419722973661,0.58489,-0.6361692583208136,0.3083056332590714,-0.1941608866064183,-1.18084,-1.37983,CL2,N
-1.5815441324215973,1.81175,-0.5893372039260737,0.1882064392262554,-1.5810810113407836,0.0251724573010394,-0.6666442130253147,CL2,N
0.8337169821277418,0.6134501942398702,0.665366950138538,-0.6139971228641888,-0.414805373670481,0.0311821237460905,0.1251869626924697,CL2,N
-0.01928,-0.3214320117098346,1.3347770301454358,0.13136,0.0661571761421081,0.07987,0.528833293644791,CL2,N
0.6715504392895605,0.3371191426901255,-0.4080645583969629,-1.489607755344439,0.4494862831280401,0.40148,-0.1406847144381397,CL2,N
-0.4625670233370364,1.5953004269821442,-0.3115480569445466,2.1885932786789377,-0.1618040283252834,0.055168419246124,-1.3525689636107314,CL2,N
-0.3396651217864188,1.3480274719909189,-0.1761046421991096,1.9793185732654808,0.0036746554265828,-0.0410702281346919,-1.37983,CL2,N
-0.2726286837270643,-0.0988800609339715,-0.0996783023744523,0.0390692472901164,1.0311559799890035,0.40148,1.0136768421338744,CL2,N
-0.8429406472847567,0.4216190091117408,-0.4273507378701307,-0.4435132528436431,-0.0405745651942196,-0.21575,-0.21712,CL2,N
-0.0937180114404468,0.3852721667250202,0.0103004950238501,-0.0904172616882526,-0.2508135744214678,0.07987,-1.37983,CL2,N
-0.5231640468961876,0.4542064612196916,1.044111309745621,1.2080631456133024,0.41667,0.3286366937385911,0.099862031323885,CL2,N
-0.2669458440221081,0.7797540069629383,0.3344813677727094,0.9525779397406908,-1.0290230830400466,-1.18084,-1.37983,CL2,N
-1.2776100388568326,-1.08656145130296,0.1945747399954701,-1.3097525326070243,0.7511726209033801,1.0250800810822156,0.19268,CL2,N
-1.0209275992714304,-0.494982421375113,-1.0355575011336615,0.1235836695955149,-0.2472346960560317,-0.6249659112024458,-0.21712,CL2,N
-0.01928,0.0128136298167061,0.6779708669463451,-0.0361273437758367,0.52135,-0.1544142727888655,-0.0586358550860397,CL2,N
-0.7087943492911729,1.452053164945296,-1.0829414027749362,-0.2300360387809847,-0.2403104179999168,-0.84637,-1.3375295685697184,CL2,N
-1.60338823776761,1.81175,-0.4887645770788834,0.0086473111196473,-1.603816001115576,0.07987,-0.5869493177486709,CL2,N
0.9693596054175906,0.4914414760601338,0.9105615211948512,0.1899794321967526,1.093980380641146,0.07987,-1.1518032696783287,CL2,N
