Oscore,Cscore,Escore,AScore,Nscore,SS,Impulsive,Ketamine,Ketamine_User
0.9933046556463307,-1.3573307057181874,-1.6193458401120395,-0.7651201477221834,1.3988353009545167,0.8168594677657864,1.3560520072333997,CL3,Y
0.4087302738313318,-0.8522176668959918,-1.3424958349128666,0.3139995912979381,0.7806783332648684,-0.0377440721899021,0.3956448132296519,CL3,Y
-0.1587505410078509,-0.5387905128555315,0.0177559056257418,-0.60633,0.2363170664028518,0.7542896800775722,0.8936800942891614,CL3,Y
0.6236282737995026,-0.1606979001183324,0.6603094868403119,-0.5456118470560964,0.1878787594643083,0.8271725770768948,1.785393270476908,CL3,Y
0.9495994439023596,-0.0691780941428953,0.0820597292042629,-0.5380483149351429,0.1873914061709225,0.138701451262002,0.2543395170451262,CL3,Y
0.9293293978608872,0.1557756926798207,0.396606977856636,-0.6815904049769197,-0.0753486426314375,-0.1395087662689749,-0.4781313185209971,CL3,Y
-1.6614006045693162,-0.9819801651061848,0.63779,-1.07533,0.3267513524567287,0.4636694108029927,0.9513784694243084,CL3,Y
0.7572169733894047,0.6538972444756683,0.7445457968866056,-1.2542321799229807,-1.0608328025533615,1.2247,-0.21712,CL3,Y
0.0696787103350016,0.4666572209278068,1.12621015483049,0.2767794610187933,-0.9754621565381736,1.2739270542983987,0.2164852353447646,CL3,Y
1.3488987641377164,0.0531123390639634,0.2665853339616367,1.7030871586681684,0.8476538078728137,1.2779283639212025,1.3159012782426365,CL3,Y
0.5460042808927054,-0.1220661092030195,0.70951917127516,-0.3254049297764499,0.082442912517432,1.2247,1.29221,CL3,Y
0.3745543386249261,-0.00665,0.9354641359450412,1.2573640134577904,0.146708966177557,0.8939943977181685,1.1557614929713729,CL3,Y
1.1033987325384949,-0.0500370070231162,-0.0312022769593245,-0.4182904844492465,0.3146730108575638,0.07987,0.0982182040220557,CL3,Y
0.093430692443278,0.4702806837836976,-0.9747766720418796,0.4669319454058878,0.1885463462827266,-0.4679127700724274,-0.1404694718411269,CL3,Y
0.6630055040118261,0.6753094808315845,-0.43999,-0.8627150415484021,1.6726086330801606,0.40148,-0.71126,CL3,Y
0.4762836336899699,-0.121271085292035,1.0495723446345235,0.9557946139220984,0.0237961905460652,0.4737505582352878,0.7316401441989635,CL3,Y
0.7309185606779741,1.035299172515579,-1.2260706857667154,-0.6944124650540813,0.2324670426658546,0.580670430989153,-0.21712,CL3,Y
-0.4192619440510275,-0.7701873511854613,1.8345019735881385,-0.2643082977961121,-0.3436646702201438,0.59922085613749,0.7145777245772021,CL3,Y
1.6311280943676882,-0.1729766783794001,0.906633703761078,-0.0499530380605716,-1.4263508552903308,0.7654,1.1659434660945036,CL3,Y
1.001200358050791,-0.0391637808928695,0.7642177784196262,-0.60633,0.0996568677678682,0.944242214506558,1.86203,CL3,Y
1.2759366632786011,-0.7236427957073343,0.138108578211818,1.417836071994584,1.0534069423526775,0.7654,0.9997802478260044,CL3,Y
-0.1114120704776982,-0.00665,0.2013315070003177,-0.4292790253724581,-0.0666416389203845,1.2247,0.52975,CL3,Y
1.6223849673813464,-0.4470578978851954,1.5964758945722344,1.4535281510282327,-0.8325824460121183,1.2247,-0.1538621592806319,CL3,Y
-0.1015244824549928,-0.00665,0.2308270971620504,-0.4482800864259959,-0.0968358663028244,1.2247,0.52975,CL3,Y
-0.4299486529270704,-1.047939711487856,-0.2038877786555564,-0.6786056960445482,0.0497027109836036,0.7654,1.073273136066694,CL3,Y
0.5682848019690737,-0.1496780774584295,0.6134267188690407,-0.5905440324485206,0.1506022026677412,0.7654,1.86203,CL3,Y
-0.3628582411924215,-0.4462167305414629,0.5305719834417014,-1.2988756245833628,0.5830400305401272,1.4593232800295084,0.6480260112717798,CL3,Y
-0.214612900747432,1.4178434923123266,0.3348168374374359,0.2159874806007781,-0.5310766819259783,-1.0928104839258963,-0.8011256205610899,CL3,Y
-2.3627290818198925,-1.3542127931034829,2.2165557835208074,-1.4539325694354976,-1.229908737082465,1.172528456807408,1.799865491463262,CL3,Y
1.4398456866756504,-0.0024072946056669,0.8019263140702354,0.6006671892088784,-0.3550689397441735,1.2132061728469807,0.1885657032333995,CL3,Y
0.8342898733313892,1.356229515463487,1.7009223583277602,-0.811256870431406,0.5992297121905816,1.5489825784403786,0.7678613059527818,CL3,Y
1.06238,0.6932086152827928,0.607061907939026,-0.6223609030120485,-0.1925905941557777,1.2247,0.1147665479112293,CL3,Y
0.7329258594792608,-0.2074647147935467,0.7625929687663554,-0.2308394929422213,0.3258267196461916,1.2247,1.29221,CL3,Y
0.491426658548124,-0.6083801582828996,0.7894806984864092,-0.0138712551285334,-0.8852827854727792,1.4467021575282546,1.4736961188223607,CL3,Y
2.020324702972409,-0.4649665824080166,1.9839707304403544,0.7196672206077491,0.5323848518716414,0.875527343952667,1.29221,CL3,Y
1.0958759836947465,0.6131600957888158,-0.7399983614680928,-0.30172,0.5597988567942277,0.3570717741511045,-0.21712,CL3,Y
-0.7859915166790519,-0.6472775095105953,-0.1398741096532555,-0.679249826035511,0.1408625852263297,0.6197445679378777,-0.2849834201219698,CL3,Y
-0.6677793883342327,1.0539339949252244,-0.2058557268259583,1.111074197934876,0.3011033210811349,-0.7956487330841876,-1.1044855200285606,CL3,Y
1.0077196995398197,0.8289707461774889,-0.767404690317735,-0.30172,0.3455132479352754,0.5262403372367804,-0.21712,CL3,Y
1.3964131746194193,-0.7321028714811251,-0.9678023136165024,0.3810805598740645,-0.6485604220101753,0.1025341319184567,-0.21712,CL3,Y
1.6836893747490085,-0.6743834840072273,0.2777812875654556,1.9249896639351576,1.0807747047284326,0.9612598601928152,0.88113,CL3,Y
-1.7948509727761288,-0.9159107684559016,0.63779,-1.07533,0.244972958121066,0.4142074066702427,0.89550673756321,CL3,Y
1.43533,-0.35619552027351,0.5170712443601533,-0.1908294750396061,-0.4524263131271139,0.8224897147469107,0.19268,CL3,Y
-1.5294751740743666,-0.4070649894342359,0.0395332436380859,0.59042,0.4088240445350963,0.1664257112997559,-0.21712,CL3,Y
0.2230449590957578,-0.2122912183219769,0.1144726125269185,-0.3578554647055589,0.4539444270425462,0.7937202281820973,1.86203,CL3,Y
0.7486766841475765,-1.3936377386678438,-1.463347201686099,-1.130363077538039,0.7517917855761577,-0.4161390085168431,-1.2586630089536246,CL3,Y
-0.9232114005822808,0.974228979997752,0.332223724427957,1.5126841432520322,0.0819114245205594,-1.18084,-0.71126,CL3,Y
0.4273118920556966,-0.3829146318092975,-1.05471888727957,0.55109622662716,0.3440258653972834,-0.2960491970032095,0.0865912420790661,CL3,Y
1.2766297475604482,-0.293879407690844,0.3448949554160028,-0.3661830680843752,-0.2105253739125726,0.473688553278225,0.19268,CL3,Y
1.13640834290572,0.3670801049554453,-0.8435036404799457,-0.4240828400120331,0.8327522912005436,0.1307394471067721,-0.21712,CL3,Y
0.9336566297460188,-0.3876759318565052,0.6931451334596122,-0.7704596289638294,-1.6563290885592643,0.07987,-0.71126,CL3,Y
0.9143626865529948,-0.2215265704737374,0.7351036199983225,1.61108,-0.384592434784911,0.8594337236627524,-0.6100933894824462,CL3,Y
-0.2330258043270796,1.3958084993955475,0.2641346776913909,0.25830456070206,-0.4574842147333235,-1.0487922518275314,-0.8460619773643205,CL3,Y
1.750465346126099,-0.5054257358629257,1.9064643061097335,0.413858685969567,0.5022654850384777,0.7654,1.2249343150067662,CL3,Y
-0.8451404750361435,1.0253057381551094,0.347299786040959,1.3680126134855513,0.0022967180868131,-1.18084,-0.71126,CL3,Y
-0.4268967210166005,-0.9409156109499364,0.63779,-1.2363762095825443,0.9966038962642922,1.7924830172428805,0.9573546240072834,CL3,Y
-0.2246523450191528,-0.6125233862210955,0.0583448367785795,-0.2565113160444247,0.5282255500536376,0.7654,0.7634869994082308,CL3,Y
-0.31776,-0.721747882684737,0.0892858025608047,-0.174408355357284,-0.3517780768279692,0.9844560504035434,1.29221,CL3,Y
-1.7001547526679694,-1.25206612902256,2.1143720079125834,-1.0042144342912789,-1.0193161882551407,1.0598891586420751,1.3839673226119402,CL3,Y
0.9509047733413692,-0.8686546692455336,-0.5512599054327612,1.0237766939148076,1.1191031243655591,0.7654,1.2417295983174526,CL3,Y
0.7654428056968424,1.0577080309977036,-1.130800215115375,-0.605319459553225,0.1893837146868079,0.6225813765067545,-0.21712,CL3,Y
0.8934772537813491,-1.431968709489671,-1.58626422193859,-0.8041491371236772,1.5112595246552467,0.5854565400375379,1.29221,CL3,Y
-0.2562942868474265,-0.4492321176024946,1.7577314553833032,-0.6742334309122129,0.16126816578653,-0.1861579276118383,0.8093679939797878,CL3,Y
1.2947485750459808,-0.3066585372840723,0.359882643522416,-0.3588233116135792,-0.239835656283659,0.506993285296343,0.19268,CL3,Y
-0.0926193728264893,-0.00665,0.2573918633461265,-0.4653931104871812,-0.124029849746627,1.2247,0.52975,CL3,Y
1.06238,-0.5892556982249716,1.4231696709485937,0.074666416964963,0.2462438259389192,0.2864735740757443,0.6356481574237962,CL3,Y
0.2550292453177814,-0.1380950348042084,0.63779,-0.3779117824817827,-0.3554621740151018,1.2247,1.29221,CL3,Y
0.3700297778774003,-0.0750802994993882,0.4790208464009932,-0.3032283988198098,-0.24649,1.2247,1.0855517020407837,CL3,Y
0.8485237184045387,-0.3756827249316519,0.6190163176348158,-0.6735498210428341,-1.6329823617137198,0.07987,-0.71126,CL3,Y
0.4897600135814277,-1.1138813357754236,-1.4263271833776985,0.4890380066599611,1.5565276155037873,1.1785746015050091,1.8048055833433143,CL3,Y
0.2120490110872834,-1.2355297535311491,-1.4255881651340394,0.4968330765265908,0.2437837156295368,-0.21575,-0.0598013774812579,CL3,Y
0.4509722810227787,-0.00665,0.7673330654239978,1.0756483509621828,0.0740126853761508,1.015053829109655,1.4143010014667114,CL3,Y
-0.2282464255768462,-0.5512154366039086,-0.0250797435056153,-0.6207922174815521,0.1981340729251316,0.8083573594339836,0.8167407247935423,CL3,Y
1.0062285794339831,0.429999432494918,-0.43999,-0.9572016987754816,1.3831164470955613,0.40148,-0.71126,CL3,Y
1.515003880075198,-1.6784947476234704,0.3399956778772297,-0.207644789458198,1.5926485315095644,0.40148,2.7134742932839586,CL3,Y
0.105740220763805,-0.5567547641940569,0.7041623877995031,-0.15487,-0.6655545780824432,1.197064894375669,1.2463344009703303,CL3,Y
0.3166650841499446,0.572611945630431,0.3793774182163874,-0.6638975037535667,0.1409865310225428,0.1716902415972712,-0.71126,CL3,Y
2.07397332327357,-0.4884379132481963,2.001869142341584,0.8312169275223129,0.4937853959090338,0.9192221488119996,1.29221,CL3,Y
0.4246151870810133,-0.8121657822623358,0.433204565583345,-0.5639063339460056,0.6000050485226984,0.4521638926836598,1.3715700124450514,CL3,Y
0.4741632974829051,-0.2985157933851583,0.32197,-0.0013590333112589,-0.2064052420838923,1.2247,0.88113,CL3,Y
-2.0456117553128816,-1.0835964326155902,1.2781915633344567,-1.2289041905985765,-0.365796867520202,0.7142437058645291,1.2538006337097212,CL3,Y
0.4017107144333268,0.5256043888450299,0.3939102996172512,-0.6784709113477014,0.0974736515545478,0.1135181898005449,-0.71126,CL3,Y
0.8465766580855669,-0.0834867250764005,0.47617,1.61108,-0.332075181436928,0.6926601824589229,-0.6588280809888002,CL3,Y
0.968909874027228,-0.0246571478832576,0.47617,1.61108,-0.4170053753984057,0.6204770462107525,-0.6067974259544896,CL3,Y
-0.1537480148135616,0.1035983326299316,0.3453582664547902,-0.2233451412041478,-0.34799,1.2247,0.8278344807595058,CL3,Y
0.9566812812518856,-0.3653671789242055,1.1852205044200046,0.0778226373257776,0.2099483935207042,0.07987,0.52975,CL3,Y
0.3941849156872101,0.2983961863583805,1.585144582707302,0.8698697223043246,-2.268567020151658,0.3215634077442696,-0.5884715764520799,CL3,Y
0.2544726391564182,-0.1400027708281498,0.63779,-0.3768189369261324,-0.357043748718821,1.2247,1.29221,CL3,Y
1.857521859969832,2.930020271878272,-1.0340635824479647,0.262981124563398,-0.7635412668355812,1.2247,-0.2033784082452776,CL3,Y
0.9852655216005785,0.0302633797762693,0.3003590322171988,-0.5855764494808523,0.0135301734261406,-0.0472792113583414,-0.1961139182574222,CL3,Y
0.5497125642467404,-1.4458282010372403,-1.7318334163291231,0.0464224296178708,0.3454371330699219,-0.7702522612587468,-1.37983,CL3,Y
-0.2442724742797714,-0.1021443080733204,-0.0341001143972947,-0.3583141489735341,0.1128993337730031,1.2247,0.488211393183283,CL3,Y
-0.7908138453395078,-0.1883694971038304,-0.5292450868669344,1.2414654653916493,-1.6052338335443104,-0.5295202010693778,-0.3861562753104785,CL3,Y
0.0894882074393649,-0.0911839182335899,0.0134579521788258,-0.4644491372535527,0.5247235341796748,0.8474965199641444,1.86203,CL3,Y
-0.1602537633752301,0.1089322994653012,0.3390294138384929,-0.2048158039657978,-0.34799,1.2247,0.8422562202686793,CL3,Y
1.139446084715413,0.363936299712197,-0.8391653501425842,-0.4205060425912593,0.835037509712703,0.1292524784552616,-0.21712,CL3,Y
-0.4346590690207609,-0.7171070309644295,0.617185282393905,-1.22880041748653,0.8479174537557944,1.8328665776947384,0.836333033829788,CL3,Y
0.6326502292924732,0.9075886451738692,0.7043117839314279,-0.6374638996160871,0.1499567546384672,1.0422259474456232,0.326593627029183,CL3,Y
2.334728775624064,-0.6025187126451315,2.0888631501177652,1.3733966540984734,0.3061753782886038,1.1315977615025488,1.29221,CL3,Y
0.7741340012654223,-0.2955202870242299,1.01099627783861,0.2420871945673421,-0.1470707588793871,0.07987,0.52975,CL3,Y
1.2400032262338847,-0.6821080150129154,-0.9808663913041656,0.3571991796834449,-0.3516353316902459,0.0120987025413265,-0.1231727782336635,CL3,Y
-0.063305745384015,-0.00665,0.3448371269646614,-0.5217253548582119,-0.2135463557306637,1.2247,0.52975,CL3,Y
1.06238,0.6624517086519139,0.5925423050365766,-0.7022878941656886,-0.303708409042257,1.2247,0.0779509726765812,CL3,Y
-0.2280185658250449,-0.2847246992771831,0.2665990797542014,0.0580694061221934,0.6071074098920294,0.5320735534403827,1.0185994241697238,CL3,Y
0.6828240423747635,-0.5921005213373209,1.2861,-0.2448913603031517,0.384901848535685,-0.1055360323418307,0.4265892021765254,CL3,Y
-0.3904742209197109,-0.5504063516233428,0.5638851245338384,-1.2719233517878683,0.6849169833689829,1.6029952187465748,0.7204525149034784,CL3,Y
0.5103058988511072,-0.8111011375533199,-1.1967907106088127,0.4748291240181742,0.5688875670904311,-0.1413131622059266,0.2775539087857666,CL3,Y
0.3931417318704574,-0.0957138613642464,0.4311477086684078,-0.2580049427019593,-0.24649,1.2247,1.0232387090095911,CL3,Y
0.5306593739677626,-0.16697697564963,0.5524172813773137,-0.5510135194851178,0.187018135311648,0.7654,1.86203,CL3,Y
-0.4266600312773475,1.164083567972383,-0.4791747793096702,0.7033204734156524,0.3164306886154164,-0.5858866428769934,-1.3186227917908238,CL3,Y
0.7082008077650124,-0.1983038737576761,0.7075468778843608,-0.4182480596651127,0.2965749753945614,0.9567481486639208,1.6246383124936308,CL3,Y
1.407164359657027,-0.5254941319997222,1.0532989422469674,0.1655222157170782,-1.41746944022991,1.4582134812537002,1.6336168456997429,CL3,Y
0.2316773828464506,0.3317923277479788,1.4513016619856756,0.6600468967589108,-1.8489106932276391,0.2528943134900104,-0.4829644521872882,CL3,Y
1.43533,-0.0276923821605478,0.7878830557326639,0.5433893586012849,-0.3542769889178949,1.2004872378837068,0.19268,CL3,Y
1.43533,-0.723929743793164,-0.4141825974550677,-0.8226374822047693,-0.1976516872942534,0.4572876426220039,0.4780598425516629,CL3,Y
0.5224916362041306,0.8369292292662225,0.9509751278453646,-1.1860383461455857,-0.9581724859619544,1.2247,-0.21712,CL3,Y
1.3781994259841874,2.058700515203499,-0.9474263089333536,-0.0104166706363369,-0.3695583707160446,0.9923453297883646,-0.21712,CL3,Y
-0.2554020378721033,0.93949,-0.7476327654675545,-1.451537929192583,1.7468131195447436,0.1616578977373276,-0.9710300418154574,CL3,Y
-0.3094439846913082,-0.52745,0.0148103683288086,0.1261763220849608,-0.4710712487861973,1.2247,1.29221,CL3,Y
0.2591974860578836,-0.2926606440535858,0.1058651161785955,-0.0026989000583989,-1.4713663855570651,0.07987,-0.71126,CL3,Y
0.6941162920053547,-0.2577813076667348,0.972769510741134,0.3667465695158516,-0.2145570824459408,0.1264049538090091,0.5536022779009083,CL3,Y
0.313467843748227,-0.3100545669369031,0.459309637958856,-0.15487,-0.4342480966535231,1.2247,1.059895050890148,CL3,Y
1.06238,-0.8298543899856254,1.6029437612074493,0.1952720993813173,0.0227209256058561,0.5574450392923259,0.7745391664938623,CL3,Y
-0.17779,0.497003322269984,1.064623130259185,0.13136,-0.7827322799121406,-0.0178358051559714,-0.2554161557850511,CL3,Y
-0.0656856040749831,1.400772676526837,0.946010157917716,-0.4756785897503601,0.3739048895183426,0.899865295259856,0.632620488674958,CL3,Y
0.4225923721268625,-0.8039025825112814,0.4291117052609503,-0.5598650821378869,0.5971791838592623,0.456992008497358,1.3791297974334045,CL3,Y
0.7070809373063547,0.0890708072951089,-0.1020329525580685,-0.7204810156781646,0.2977722767464094,0.2652100995132488,0.3869295175614278,CL3,Y
0.0674782284737958,-0.2179426072023799,-0.1161009761658458,-0.7285079036907021,0.2997317419601683,0.6222757396796489,0.7429375329980079,CL3,Y
0.80089071722194,0.0278577690649498,-0.0308231541695166,-0.6499133227366206,0.2550753076741625,0.2162746651975603,0.3356417253758953,CL3,Y
0.4488014698097446,-0.0776571940379871,0.6819197771869964,-0.3745807732562798,-0.0441213418820871,1.2247,1.29221,CL3,Y
0.039945236882884,-1.535680508681466,-1.6070398241416797,0.515478613162444,0.025347655192965,-0.175239352525879,-0.21712,CL3,Y
-0.3277323306407501,-0.3136936280958827,0.4881996169440068,-1.33315733874769,0.4534585068106967,1.2765809794485896,0.5559037359348169,CL3,Y
-0.9378952825383898,-1.7182659172308667,-1.1662604229243212,-0.76096,0.2786960577555972,0.3889339142786747,0.8734969871207947,CL3,Y
-0.17779,0.0080664164374645,0.0394033033071566,-0.2850909929682851,0.0812471239107824,1.2247,0.5695395845475246,CL3,Y
-0.179911777381242,-0.5330808882334512,0.0058113489505403,-0.6040088843851127,0.2167989968158614,0.7654,0.8873614799305635,CL3,Y
-0.2003394348401626,-0.4869522009707789,0.07949703982404,-0.7249912254473828,0.2549807828184106,0.8393941088953825,0.8245220096153723,CL3,Y
-0.0731916231131647,0.8051444957157515,-0.9013730972807756,0.4787162349271814,0.1710415949724487,-0.52593,-0.3620665460618504,CL3,Y
0.2438526880813818,-0.2444558310797261,-0.6748967642556917,-0.7858449373615766,0.8411009530165205,0.1053280421314268,-0.71126,CL3,Y
-0.247978310594723,-0.5605093344000132,-0.0361859696598347,-0.6264479255343331,0.1880461156203556,0.8251566009048644,0.7915601504616722,CL3,Y
-0.1015210204350537,0.0607781939041043,0.3961651715911596,-0.3720953707298635,-0.34799,1.2247,0.7120593165129592,CL3,Y
-0.5342041802469153,-1.337695500866312,0.047616252689533,-1.2335316555879132,1.3164188692896683,1.509593283022712,1.29221,CL3,Y
1.556838505444928,2.1087829942145464,-0.4018511826832166,-0.0078469636759213,-0.4587098247560018,1.2247,-0.0536086919540206,CL3,Y
0.0061912810652914,-1.5110958926139175,-1.6404697275719242,0.43852,0.1408719052032918,-0.2502837846739494,-0.280791905074764,CL3,Y
1.3103181887281612,0.2497591299970319,0.7491045738588104,0.2405981027010884,-0.2170753653027769,1.2247,0.19268,CL3,Y
0.5320503581350056,-1.090767888611467,-1.3477054827618655,0.5376926012172563,1.5109700313586354,1.1341505889410666,1.749691952080119,CL3,Y
1.057369725996841,0.7600405752844396,0.6385655859318907,-0.4553582396290747,0.0438220358181441,1.222572511833986,0.1942413159941614,CL3,Y
-0.1188228327663727,-0.5269809018251519,0.270554494466718,-1.1645610383776823,0.9618276875069456,1.2247,0.0319605263609648,CL3,Y
2.224500728623259,-0.5542938199172425,2.0520885419878,1.1442033166430037,0.3854829657375893,1.0418211190336797,1.29221,CL3,Y
1.4429785155948829,1.797804462506282,-0.1624508423018048,-0.1104016376011183,-0.3432790755015373,1.2247,0.0031047180839607,CL3,Y
1.1283171887087295,0.9383900400273784,0.4991514366077776,-0.3938198059865119,-0.0242768274624447,1.2247,0.1598368316059492,CL3,Y
0.848847304093554,-1.2994240509523962,-1.5899543584667335,-0.4475145411769958,1.452927436259326,0.924476715212286,1.4895648745096122,CL3,Y
-1.3138689181849217,-0.0569121373214734,0.5243440271134248,0.59042,0.6725731502972916,0.2898963807381542,-0.21712,CL3,Y
1.4933947239181236,-0.3367623283027882,0.6038257680317483,-0.2270574799998557,-0.7516752726356443,0.7654,0.4813052526658884,CL3,Y
-0.31776,-0.7309291236770722,0.0933479814147602,-0.1888569582940454,-0.3463216326308338,0.9731037002506884,1.29221,CL3,Y
-0.7969585567859656,1.0568280516003057,0.3566040636973452,1.27872775139925,-0.0468379533682567,-1.18084,-0.71126,CL3,Y
-0.4014717421345413,0.6633475364925704,-1.1032862262086378,-0.390404438502522,-0.4427661874961298,-0.52593,-0.4876915374981909,CL3,Y
-0.2163777807330461,0.4641638094972282,1.09270889285083,0.1746256423798593,-0.79151,0.1764317131809641,-0.0624237773678848,CL3,Y
1.467227958341791,0.0763769506304241,0.9052089093512944,-0.60633,0.0590604193684668,1.1436854570976915,1.86203,CL3,Y
1.249463739156811,-0.2747193410586073,0.3224235421098704,-0.3772177338923038,-0.1665797390285444,0.4237539407539044,0.19268,CL3,Y
-0.6417896500616285,1.158345033330166,0.3865683043136013,0.9911876338591304,-0.2050751827860484,-1.18084,-0.71126,CL3,Y
0.0909191431365648,-0.5689243038847818,0.7317251896137573,-0.15487,-0.6602824851253691,1.1855887223605783,1.2272834057283837,CL3,Y
0.0940260764978065,-0.358793015528608,0.4674213801472884,-0.3983109482228212,0.2937778001157398,1.0582524821357304,1.86203,CL3,Y
1.303348861254395,1.9189150201246972,-0.926068178888502,-0.0544558619064205,-0.3072528688000895,0.9580357707172946,-0.21712,CL3,Y
-0.4714343208104966,1.269797509294921,0.4194651531971916,0.6755058878797124,-0.3787991322957528,-1.18084,-0.71126,CL3,Y
-0.0151858872030916,-0.4041111252022296,0.6316340340686926,-0.4512263207714333,0.2264538255628354,1.2186857160889784,1.86203,CL3,Y
0.0347929089431944,-0.223964482161847,0.3723712792671552,-0.60633,-0.1851252649246887,1.4592245455831925,0.52975,CL3,Y
-0.17779,1.2756897197332462,0.5897373629065458,0.13136,-0.6984143536076681,-0.9563882762076356,-0.623285307330981,CL3,Y
-0.0361155305071594,0.7729286068045028,-0.9332949220065768,0.4510724868351489,0.1469840582148961,-0.52593,-0.2623839311750897,CL3,Y
0.9254690608757709,0.522699164681343,0.5965764030890788,-1.303113800562377,-1.1344201398883236,1.2247,-0.21712,CL3,Y
2.2152210179066194,-0.0960759163464428,2.0489926173619977,1.1249083374826412,-0.0124405062013531,0.5523700111067384,1.29221,CL3,Y
1.5768791292589672,-0.4946176896835073,1.632964860794216,1.61108,-0.8634673813975507,1.1854988974514789,-0.2592946849843811,CL3,Y
0.8802694186382276,0.2610890294067968,0.4756880096346451,-0.7604766655629388,-0.1473768733347554,-0.213820694466874,-0.71126,CL3,Y
-0.4097197674081529,0.93949,-0.8341420347199288,-1.6457287203378692,1.6800120293165215,0.0942198262267528,-1.0440774819428411,CL3,Y
0.4183758421656015,0.9820278279583528,0.7374812673000681,-0.7293376633326899,0.2035025701816078,0.9512396615449038,0.3933664277880672,CL3,Y
-0.4227321065886006,0.735335697201298,0.9726474524425378,0.4284122456223379,-0.8001984161161231,0.7962082260645047,0.834951199141937,CL3,Y
0.9082231288152052,-0.0421790972415892,0.0506515001468151,-0.5691733330382693,0.2062235924012866,0.1602852131149204,0.2769608242425491,CL3,Y
-0.1445178644384187,-0.00665,0.1025738596952477,-0.3656593427128464,0.0344551976620817,1.2247,0.52975,CL3,Y
-0.3314186863007331,-1.553391739602716,0.63779,-1.3295595788872676,1.3258670038931877,1.2957592186311393,1.2503021573032886,CL3,Y
-0.2235619284870671,-0.52745,0.133474947696619,0.0726428807048351,-0.5105344641417036,1.2247,1.29221,CL3,Y
1.277514105529415,0.2335545186911953,-0.6464455624586987,-0.449237927582619,0.931955228080376,0.1411970778426418,-0.3113464302887442,CL3,Y
-0.17779,-0.5084149329847122,0.00332,-0.5951966056767919,0.2207183806861879,0.7821872624426299,0.8682871777115364,CL3,Y
0.8245225797221719,-0.0652240965380314,-0.5604142776975608,-0.9269263144657696,0.9288678675448376,0.2496585497831731,-0.71126,CL3,Y
0.7141384961095991,0.0844655879115505,-0.0966756503669044,-0.7151720207845362,0.2945600704048228,0.26152855686859,0.3830710007888301,CL3,Y
1.9221650730328308,-0.4220216355197631,1.9512224234220503,0.5155673222481089,0.6030093766383403,0.7955799780894423,1.29221,CL3,Y
-0.3902457905935981,1.0471420839415282,1.0351237526851609,0.4726173550240279,-0.4968091868542117,0.8685001656519815,0.88113,CL3,Y
1.3469386772241343,-1.3283377048151075,1.2682461971395416,-1.3583314998116824,0.4637532053403797,0.7654,0.7218533692462381,CL3,Y
0.4951680212791298,0.9553501315052246,0.72559390669621,-0.6964117191087451,0.1843126897992448,0.9838475492978423,0.3694362280822474,CL3,Y
-0.2098922575409061,-0.7093972096099702,0.3748813825905998,-1.1356263437811496,1.0919439140710343,1.531924857498353,0.266947686824909,CL3,Y
0.1959181247157117,-0.055862513647664,-0.1786382965652072,-0.7924889475084712,0.3394269276468896,0.5473256931137487,0.6705701243303721,CL3,Y
-0.4825420361495076,-0.2173700561633854,-0.3531379410159369,0.8743788689836439,-1.5502872379247965,-0.3280087395290763,-0.4936606733126428,CL3,Y
-0.3999690246350681,-1.601270049444197,0.63779,-1.3013539197987785,1.2879992513898246,1.1533981550440235,1.29221,CL3,Y
-0.4273652690762435,-0.831143733680341,1.8111506319029191,-0.2370032737933951,-0.3744994005109009,0.6406828087015768,0.6684629223774244,CL3,Y
0.6247439065325677,-0.1611939767188981,0.6609326156174966,-0.5439317364627625,0.1893126180797019,0.8288818642684914,1.7832726825659226,CL3,Y
1.2508374848839416,-0.8354420817016686,1.4358811744447553,-1.2265398031162238,0.1683578531517218,0.7654,0.5486839489154842,CL3,Y
0.388931528546826,-0.091955135868,0.4398685482674715,-0.2662431014189015,-0.24649,1.2247,1.0345899937362808,CL3,Y
1.382534788737007,-1.510907422602206,1.2061538005697798,-1.4071474595079507,0.5731683503644853,0.7654,0.785995736750818,CL3,Y
1.471505109330521,0.2170389848030705,0.47617,1.61108,-0.7659335915811577,0.3239189931233575,-0.3930340657038727,CL3,Y
-2.16599866677568,-1.1863302320875042,1.6344217685387594,-1.3143314733587277,-0.6938387322798237,0.888221855668625,1.4611026515698773,CL3,Y
-0.0233039912357212,-0.0033507892183815,0.4722554239571748,-0.5948690758735807,-0.34799,1.2247,0.538670257651932,CL3,Y
1.4048802435135928,-1.6255155412701785,1.1671753059941097,-1.4377916724123332,0.6418536946646792,0.7654,0.826261100337468,CL3,Y
0.4535481177195948,-0.5996214566498763,0.77306390656685,-0.0291309057107428,-0.8628765720823262,1.4226758773264985,1.454054704558176,CL3,Y
-0.3634573702628779,-0.3504035051458539,1.9953139447320904,-0.4523478028147569,-0.1313173959353666,0.3136878701023339,1.032153148748814,CL3,Y
-0.1852129471463293,-1.0145,1.2984235283505094,-0.7445373899035637,0.2917318743281824,-0.4909401320004767,0.2018132461931491,CL3,Y
0.9623873351289268,0.9399464655031584,-0.7814977716957267,-0.30172,0.2353217465360959,0.6132314238301051,-0.21712,CL3,Y
1.5603566696600448,-1.6900295604374096,0.0285604662843304,-0.330976723975701,1.6932483119047732,0.7527714595130155,2.90161,CL3,Y
